customer_id,credit_score,geography,gender,age,tenure,balance,num_products,has_cr_card,is_active_member,estimated_salary,exited
2708,662,Germany,Female,35,2,176073.83,2,0,1,55161.71,0
2709,602,France,Male,22,7,123400.58,1,1,1,57238.31,0
2710,709,France,Male,34,4,0.0,2,1,0,194126.5,0
2711,587,Germany,Female,34,5,66580.8,2,0,1,169870.68,0
2712,720,France,Male,18,5,37058.22,1,1,1,117252.91,0
2713,634,France,Male,38,10,0.0,2,1,1,192989.65,0
2714,714,Spain,Male,47,6,160964.64,1,1,1,79352.61,0
2715,777,France,Male,40,4,4062.08,2,1,1,57842.1,0
2716,715,Spain,Female,27,5,0.0,1,0,0,48207.35,0
2717,655,Spain,Male,61,4,163005.96,3,1,0,54634.93,0
2718,580,France,Male,38,8,181228.88,1,1,1,141492.42,0
2719,741,France,Male,33,6,201384.14,1,1,0,60362.56,0
2720,600,France,Male,44,10,80967.46,2,1,1,15457.59,0
2721,671,Germany,Female,18,3,0.0,2,1,0,57696.3,1
2722,498,France,Male,23,0,89666.45,1,1,1,13679.19,0
2723,566,France,Female,54,5,200010.94,1,1,0,24895.96,0
2724,582,Germany,Female,38,0,107438.18,3,0,1,170332.6,1
2725,420,France,Male,18,7,171090.47,2,0,1,56009.16,0
2726,571,Spain,Female,48,0,0.0,2,1,0,176535.73,1
2727,701,France,Male,38,1,144412.42,1,1,1,66507.68,0
2728,576,Germany,Male,19,5,164380.08,2,0,1,66248.5,0
2729,850,France,Female,19,5,127465.77,2,1,1,100881.43,0
2730,672,France,Male,35,10,7856.59,2,1,1,186422.35,0
2731,604,Germany,Male,40,5,78990.77,1,1,1,91298.54,0
2732,550,France,Female,35,6,140456.09,1,1,1,41343.15,0
2733,792,France,Female,28,7,101448.18,1,0,1,155003.16,0
2734,647,Spain,Female,27,5,93090.49,1,0,0,54785.97,0
2735,617,France,Male,36,8,0.0,1,0,0,57946.06,0
2736,641,France,Female,39,9,0.0,2,1,1,119539.97,0
2737,537,France,Female,56,3,0.0,2,1,1,41522.94,0
2738,541,France,Male,33,9,0.0,4,1,0,19644.23,0
2739,553,France,Female,28,9,211308.68,2,0,1,87164.59,0
2740,488,France,Male,39,0,0.0,1,1,1,40247.53,0
2741,554,France,Female,18,6,178105.48,2,0,1,150095.48,0
2742,741,Spain,Male,19,7,177718.37,1,1,1,149101.72,0
2743,713,France,Female,30,5,2301.89,2,1,0,19496.35,0
2744,538,Germany,Male,52,5,0.0,2,1,0,192779.84,1
2745,680,France,Female,27,2,76315.63,2,0,0,179420.84,0
2746,654,Germany,Male,38,10,196009.89,1,0,1,68246.38,0
2747,733,France,Male,19,10,0.0,2,1,0,192006.58,0
2748,694,Germany,Male,31,4,0.0,1,1,0,82973.14,1
2749,642,Germany,Male,46,10,0.0,2,1,1,175167.17,0
2750,629,Germany,Male,73,4,86301.18,2,1,0,81666.73,1
2751,603,France,Female,24,1,90501.74,1,1,1,60244.59,0
2752,610,France,Female,40,6,47165.95,2,1,0,8327.53,0
2753,751,France,Male,25,6,0.0,2,0,0,98410.61,0
2754,661,France,Female,38,0,49047.24,1,1,1,105820.22,0
2755,850,Spain,Male,18,4,0.0,2,1,1,23695.35,0
2756,749,France,Male,44,4,120962.6,1,1,0,113336.32,0
2757,478,France,Male,36,1,60095.53,2,1,1,102367.24,0
2758,677,Germany,Male,43,10,68028.02,2,1,0,6584.02,1
2759,792,France,Male,18,1,73737.54,2,1,1,46922.12,0
2760,593,France,Female,56,10,154882.66,1,1,1,48446.68,0
2761,408,France,Male,23,6,155079.51,1,1,1,133463.14,0
2762,560,France,Male,35,0,100018.56,1,0,1,192980.47,0
2763,548,Spain,Male,18,2,22504.76,1,1,1,76323.85,0
2764,516,Spain,Male,44,6,97868.13,3,0,0,131513.09,1
2765,607,Germany,Female,45,1,113547.47,2,1,0,54067.09,1
2766,702,France,Male,28,3,0.0,1,1,1,97464.56,0
2767,739,Germany,Female,25,10,47741.29,2,1,1,59556.88,0
2768,513,Germany,Female,52,1,9536.77,1,1,0,118188.71,0
2769,706,France,Male,28,8,197181.47,2,1,1,58250.21,0
2770,810,France,Female,28,4,0.0,2,1,0,102478.76,0
2771,350,France,Female,44,2,88566.6,1,1,1,194418.91,0
2772,582,Germany,Male,22,3,167050.14,2,1,0,17122.26,0
2773,490,France,Female,51,10,0.0,1,0,0,86843.22,0
2774,564,Germany,Female,26,10,113108.86,1,1,0,152459.86,0
2775,696,France,Male,35,3,149673.47,1,1,0,121556.19,0
2776,560,France,Male,43,0,75537.37,1,0,0,177992.28,0
2777,579,France,Female,35,10,85495.63,1,1,0,60292.21,0
2778,709,France,Female,52,7,0.0,1,1,1,86374.69,1
2779,496,France,Male,49,0,87020.13,1,1,0,65336.44,0
2780,623,France,Male,23,2,136583.54,2,1,1,187607.53,0
2781,514,Spain,Female,48,8,0.0,1,1,0,82534.42,1
2782,701,France,Male,41,5,0.0,2,0,0,106220.2,0
2783,718,France,Male,56,0,0.0,1,0,0,85931.82,0
2784,762,Germany,Male,28,8,89040.52,2,1,1,83990.62,0
2785,666,France,Female,30,4,0.0,1,0,0,12678.52,0
2786,734,France,Female,42,0,97977.89,1,1,0,115961.83,0
2787,569,France,Female,28,0,109738.82,1,1,1,188344.33,0
2788,593,France,Female,18,8,114262.79,1,1,0,134185.76,0
2789,674,France,Female,33,2,211087.58,2,0,1,86586.81,0
2790,762,France,Female,35,5,0.0,2,1,0,87225.1,0
2791,729,France,Female,18,6,162887.03,1,1,1,161633.02,0
2792,768,Germany,Male,40,6,163780.19,1,1,0,58292.86,1
2793,558,France,Male,34,9,0.0,1,1,1,97740.77,0
2794,657,Spain,Female,48,1,139217.53,2,1,1,134303.4,0
2795,619,Germany,Male,22,6,0.0,2,1,0,158357.71,0
2796,603,France,Male,46,6,36457.47,2,1,0,34722.44,0
2797,747,France,Female,19,5,0.0,2,1,1,99551.66,0
2798,736,France,Female,34,6,109536.8,2,1,1,12135.81,0
2799,439,France,Female,36,8,95978.54,2,0,0,20940.66,0
2800,749,Spain,Female,28,1,0.0,1,0,0,119300.94,0
2801,627,France,Female,36,6,0.0,1,1,0,80067.61,1
2802,734,France,Male,43,9,90382.26,1,1,0,193444.84,0
2803,631,Germany,Female,23,1,172264.95,3,1,0,79871.34,0
2804,732,France,Male,28,10,134428.72,1,1,1,169584.72,0
2805,819,Germany,Female,32,5,173600.63,1,1,1,42452.58,0
2806,813,France,Male,28,0,0.0,1,0,1,110787.32,0
2807,565,Germany,Male,29,5,86251.2,1,1,0,193188.94,0
2808,567,Germany,Male,42,0,87845.84,2,0,1,193302.37,0
2809,584,France,Female,55,10,0.0,1,1,1,193173.44,0
2810,603,Spain,Female,31,6,89167.43,1,0,0,33387.15,0
2811,681,France,Male,21,2,157850.28,1,1,0,131302.93,1
2812,780,France,Female,18,3,0.0,2,0,1,155891.52,0
2813,645,Spain,Male,24,10,96244.63,1,1,0,109632.84,0
2814,574,France,Female,52,7,0.0,2,1,0,53624.3,0
2815,516,France,Female,26,4,54809.48,2,1,1,123693.54,0
2816,711,France,Female,42,5,141662.72,1,1,1,99917.08,0
2817,510,Spain,Female,38,8,57175.53,1,0,0,21769.29,0
2818,650,France,Male,20,1,123439.47,1,1,1,196966.0,0
2819,550,Germany,Female,18,4,106705.42,1,0,1,191755.57,0
2820,557,Germany,Male,33,10,0.0,1,1,1,139156.71,0
2821,773,Germany,Male,31,8,0.0,3,1,1,20037.51,0
2822,746,Spain,Female,61,1,73767.8,2,1,0,194241.07,1
2823,725,France,Male,33,5,126053.69,2,1,1,116543.59,0
2824,687,France,Female,18,1,98584.64,1,1,0,57709.3,0
2825,653,Spain,Female,41,1,161815.02,4,1,1,18522.74,0
2826,613,Spain,Male,43,10,0.0,1,1,0,69993.16,0
2827,674,Spain,Female,27,5,98064.84,1,1,1,126657.45,0
2828,677,France,Female,30,7,202365.24,1,1,0,165888.88,0
2829,850,Germany,Male,49,9,125373.65,2,0,0,93743.44,0
2830,730,Spain,Female,51,8,43999.67,4,1,1,1612.82,0
2831,578,France,Female,36,3,0.0,1,1,1,93582.41,0
2832,636,Germany,Male,32,4,181925.16,1,1,1,79028.64,1
2833,717,Spain,Male,24,0,0.0,2,1,0,199336.8,0
2834,821,Spain,Female,26,1,0.0,2,0,0,148945.18,1
2835,714,France,Male,32,1,0.0,1,1,0,5165.66,0
2836,721,Spain,Male,48,10,31842.11,1,0,0,92946.48,0
2837,717,France,Male,45,0,124443.88,2,0,1,197264.63,0
2838,772,Germany,Female,28,1,0.0,2,1,0,11866.85,0
2839,789,Spain,Male,32,4,0.0,1,1,1,142907.6,0
2840,690,France,Male,31,3,195136.75,2,0,0,65844.43,0
2841,600,France,Female,21,6,0.0,1,1,0,192455.95,1
2842,745,France,Male,43,0,30318.6,1,1,0,151636.16,0
2843,569,France,Female,26,1,21593.74,1,1,0,22451.55,0
2844,599,France,Female,39,8,0.0,2,1,0,177119.77,0
2845,567,Spain,Male,40,10,0.0,1,1,1,120088.36,0
2846,628,Germany,Male,26,5,0.0,1,1,0,136209.58,0
2847,570,France,Male,30,6,103849.39,2,0,0,144161.6,0
2848,631,Germany,Male,26,8,66809.75,2,1,0,84863.12,1
2849,628,France,Female,32,7,0.0,1,0,0,189547.41,0
2850,775,Spain,Male,38,4,0.0,1,1,0,101115.91,1
2851,850,Spain,Male,37,0,0.0,1,1,0,117267.66,1
2852,689,France,Female,28,1,0.0,2,1,0,179223.32,1
2853,596,France,Male,23,9,0.0,2,1,0,54204.94,1
2854,634,Germany,Female,34,0,124354.25,2,1,1,63191.13,0
2855,699,Spain,Female,31,3,143102.55,2,1,0,11942.51,0
2856,641,France,Male,21,2,250000.0,2,1,0,7534.34,0
2857,725,Spain,Male,43,10,0.0,1,1,1,43763.8,0
2858,689,France,Male,43,9,52489.69,2,1,0,151616.61,0
2859,484,Spain,Male,36,1,0.0,2,1,1,17480.15,0
2860,632,France,Female,49,8,130898.65,2,1,0,173311.02,0
2861,727,France,Female,40,10,161372.98,1,1,0,148540.93,0
2862,751,France,Female,56,8,47070.46,1,0,1,94514.19,0
2863,591,Spain,Male,60,5,121177.76,2,0,1,63196.08,1
2864,350,Germany,Male,49,7,0.0,2,1,1,10088.03,0
2865,761,Spain,Male,58,8,145980.46,2,1,1,112232.8,0
2866,574,Germany,Male,31,4,85479.96,1,1,0,115873.86,0
2867,593,France,Male,24,5,80408.79,1,0,0,101602.11,0
2868,841,France,Male,25,7,0.0,1,1,0,77610.36,1
2869,807,France,Female,34,0,157071.59,1,0,1,30412.73,0
2870,672,Spain,Female,42,7,0.0,2,1,1,138053.64,0
2871,582,France,Male,32,4,145739.58,2,0,1,116493.81,0
2872,471,Germany,Female,27,10,0.0,1,1,0,112063.66,0
2873,556,Germany,Male,28,9,0.0,1,0,0,144277.69,0
2874,689,Germany,Female,31,3,0.0,1,0,0,111023.64,0
2875,631,Germany,Male,31,0,54483.14,1,1,0,24400.02,1
2876,776,France,Male,43,4,0.0,2,1,0,100649.03,0
2877,787,Spain,Male,34,3,136699.65,1,1,0,152184.59,0
2878,568,Germany,Female,31,8,74160.96,2,1,1,97137.63,0
2879,806,Spain,Male,37,8,156864.73,2,1,1,32846.91,0
2880,602,France,Male,27,6,0.0,1,1,1,199977.96,0
2881,588,France,Male,35,9,0.0,2,1,0,12825.62,0
2882,590,France,Female,35,1,104357.24,4,1,0,129627.78,0
2883,521,France,Female,42,4,157131.61,1,1,1,143897.12,1
2884,481,France,Female,29,8,0.0,1,1,0,7317.0,0
2885,649,Spain,Male,37,7,88480.49,1,1,0,51925.19,0
2886,668,Spain,Male,39,5,0.0,2,1,0,35480.05,0
2887,660,France,Female,26,10,0.0,2,1,1,184040.44,0
2888,575,France,Female,20,3,162783.91,2,0,0,72001.36,0
2889,740,France,Male,46,9,87459.95,2,1,0,104609.77,0
2890,681,Spain,Male,19,10,0.0,2,1,0,7716.3,0
2891,703,France,Male,24,0,176202.24,2,0,0,110403.3,0
2892,757,Germany,Male,18,2,90667.82,1,1,0,7875.55,1
2893,707,Germany,Male,37,5,0.0,1,1,0,71991.41,0
2894,729,Germany,Female,34,7,107599.49,1,1,1,12397.03,0
2895,739,France,Male,58,4,40043.54,1,1,1,10082.61,1
2896,526,Spain,Female,31,10,0.0,1,1,1,76048.19,0
2897,573,Germany,Male,79,1,0.0,1,1,0,74529.82,1
2898,436,Germany,Female,31,4,123978.67,1,1,0,183083.05,0
2899,601,Germany,Male,18,10,71801.1,1,1,0,26827.19,0
2900,751,Spain,Male,44,0,225445.13,1,1,0,182852.09,0
2901,633,Spain,Female,40,2,41107.78,2,1,0,30417.52,0
2902,709,Germany,Female,25,1,147656.14,1,1,0,41792.02,0
2903,648,Spain,Female,20,4,150548.4,2,1,0,119261.9,0
2904,684,Spain,Male,31,5,144924.58,1,1,0,26022.84,0
2905,556,France,Male,38,10,63040.55,1,1,1,144325.13,0
2906,709,Spain,Male,38,5,72739.42,4,0,1,134921.19,1
2907,765,Germany,Male,39,10,71033.01,2,1,1,144210.45,0
2908,659,France,Female,25,8,65922.69,2,1,1,74382.56,0
2909,567,France,Male,53,5,85658.22,1,1,1,34899.06,1
2910,654,Spain,Female,32,6,145291.89,1,0,1,2462.3,0
2911,618,Spain,Female,33,7,63688.71,2,0,1,24153.44,0
2912,697,Spain,Female,30,2,179954.34,2,1,1,50052.13,0
2913,649,France,Female,25,9,105152.46,4,0,1,197731.28,1
2914,732,Germany,Male,40,6,67982.08,2,1,1,67015.69,0
2915,850,France,Male,28,0,0.0,2,1,0,173350.51,0
2916,605,Germany,Male,18,8,60402.77,1,1,1,137057.41,1
2917,563,France,Female,30,4,86414.42,2,1,1,103868.21,0
2918,730,France,Male,29,6,0.0,1,1,0,186690.98,0
2919,756,France,Female,56,7,0.0,1,1,1,109144.5,0
2920,720,France,Female,46,2,0.0,1,0,0,128904.85,0
2921,818,Germany,Male,20,6,74740.48,1,1,0,173764.03,0
2922,695,France,Male,21,2,214165.12,2,1,0,101160.02,1
2923,589,Germany,Female,35,8,112363.44,2,1,0,52583.34,1
2924,616,France,Female,26,9,134583.13,4,1,0,56327.4,1
2925,599,Germany,Male,45,8,45927.35,2,1,1,40881.77,0
2926,696,France,Male,38,4,0.0,1,1,0,65300.9,0
2927,613,France,Male,56,7,100002.67,1,1,1,66853.39,0
2928,576,Spain,Male,24,7,0.0,1,1,0,96437.41,0
2929,691,Spain,Male,27,4,0.0,1,1,0,40849.28,0
2930,748,France,Male,30,7,88361.51,2,1,1,199677.03,1
2931,834,Germany,Female,30,10,0.0,1,1,1,179918.86,0
2932,791,Spain,Male,30,1,59005.08,2,0,1,36559.38,0
2933,660,France,Female,44,9,10426.43,2,1,0,9068.46,0
2934,850,Germany,Male,47,0,18410.62,1,0,1,160250.0,0
2935,553,France,Male,35,6,0.0,1,1,0,116328.8,0
2936,607,France,Female,44,0,0.0,1,1,1,83587.45,0
2937,551,Germany,Male,18,10,114490.97,2,1,1,104068.41,0
2938,817,France,Female,19,6,48726.16,1,1,0,169151.05,0
2939,796,France,Female,34,1,193262.65,1,1,0,79383.21,0
2940,673,Germany,Female,39,10,114787.79,2,1,1,184216.34,0
2941,616,Germany,Male,34,2,0.0,2,1,0,198720.75,1
2942,678,France,Female,27,8,141646.01,2,1,1,111891.05,0
2943,618,France,Male,29,1,111827.2,2,1,1,54443.22,0
2944,508,Spain,Male,38,3,48849.98,1,0,1,143628.37,0
2945,622,France,Female,33,5,68613.14,2,1,1,141941.49,0
2946,797,Germany,Female,22,0,35859.4,1,1,1,63702.87,0
2947,708,France,Female,21,1,52254.68,1,0,0,145963.26,0
2948,695,Germany,Male,47,4,166340.74,1,1,1,181889.34,0
2949,620,Spain,Female,56,6,23908.58,1,0,0,174439.19,0
2950,715,Spain,Male,43,9,0.0,1,1,0,25900.57,0
2951,564,France,Female,28,3,16853.18,2,1,0,93534.0,0
2952,648,Germany,Male,36,4,54030.05,2,1,0,87819.22,0
2953,641,France,Male,67,1,0.0,1,0,0,56622.0,0
2954,468,France,Male,30,4,105188.7,2,1,1,190364.9,0
2955,717,Spain,Female,18,8,165894.98,2,1,0,101938.91,0
2956,636,Germany,Female,39,7,0.0,2,0,0,748.42,1
2957,620,France,Male,25,7,90350.02,2,0,1,159989.25,0
2958,747,Germany,Male,43,4,0.0,2,0,0,84780.16,0
2959,587,France,Female,36,7,0.0,1,0,1,84722.71,1
2960,600,Spain,Female,47,5,0.0,1,1,1,173215.95,0
2961,790,Germany,Female,31,4,79548.89,1,1,0,21130.81,1
2962,599,Spain,Female,39,1,101102.12,1,1,0,64307.83,0
2963,639,Spain,Male,34,8,110409.15,1,1,1,32882.76,0
2964,679,Spain,Male,50,2,0.0,1,1,0,76579.4,0
2965,518,Spain,Female,67,4,67318.6,1,1,0,87754.29,0
2966,613,France,Male,48,9,0.0,2,1,1,72865.9,0
2967,565,Germany,Female,25,4,0.0,1,0,1,118123.75,0
2968,723,Spain,Female,45,10,83344.41,1,0,0,140960.23,0
2969,572,Spain,Male,67,6,35849.95,1,0,1,70389.35,0
2970,720,France,Male,42,4,147025.81,2,0,0,137095.05,1
2971,549,France,Male,18,7,75277.67,1,1,0,113486.58,0
2972,644,France,Female,35,5,181178.64,2,0,0,165453.11,1
2973,554,Germany,Female,76,7,91892.45,2,1,1,29086.91,0
2974,553,France,Male,27,3,68788.4,1,0,0,8050.15,0
2975,665,France,Male,36,2,154172.43,2,1,0,78825.0,0
2976,761,Spain,Male,39,8,0.0,2,0,0,149755.43,0
2977,761,Spain,Female,32,1,3364.08,2,0,1,186122.35,0
2978,623,France,Female,37,2,0.0,2,1,1,46601.69,0
2979,693,Spain,Male,25,0,0.0,1,1,1,53128.14,0
2980,404,Germany,Male,76,8,0.0,2,1,0,46905.77,1
2981,628,France,Female,29,6,78484.32,2,0,0,117968.88,0
2982,693,Germany,Female,27,6,179843.15,2,1,0,68818.49,1
2983,672,Spain,Female,45,6,192561.79,1,1,0,26488.98,0
2984,630,France,Male,32,6,0.0,2,0,0,182730.25,0
2985,638,Germany,Male,29,5,123421.02,2,1,1,49103.27,0
2986,796,Spain,Female,37,4,55969.16,1,1,0,195402.11,1
2987,658,France,Female,35,9,36754.2,1,1,0,1631.55,0
2988,632,Germany,Male,67,1,0.0,1,1,1,143195.45,0
2989,589,France,Male,60,6,65328.67,2,1,0,51400.01,0
2990,743,Germany,Female,41,8,140720.2,2,1,0,62812.86,0
2991,771,France,Female,29,8,0.0,1,1,0,78690.18,0
2992,710,France,Female,27,9,0.0,2,1,0,197821.57,0
2993,747,Germany,Female,32,10,0.0,1,0,1,141464.49,0
2994,742,Germany,Male,18,1,95102.8,1,1,0,154129.61,0
2995,617,Spain,Male,27,6,0.0,1,1,1,64964.63,0
2996,698,France,Male,39,9,0.0,1,1,1,111209.42,0
2997,618,France,Female,27,1,0.0,2,1,0,107261.01,0
2998,778,Spain,Male,19,9,161761.33,2,0,1,4555.51,0
2999,604,France,Female,33,4,5115.07,1,0,0,57837.13,1
3000,713,Germany,Male,42,8,206480.38,2,1,0,19939.01,0
3001,784,Spain,Male,44,6,0.0,1,1,0,134213.51,0
3002,480,France,Female,38,3,67632.2,2,1,0,69021.36,0
3003,606,France,Male,32,3,149187.51,2,1,1,48984.41,0
3004,573,Germany,Male,29,5,0.0,2,1,1,46995.71,0
3005,625,Spain,Male,52,6,14005.06,1,0,1,184126.49,0
3006,682,France,Male,45,4,89568.72,2,1,0,73383.81,0
3007,745,Spain,Male,24,6,163239.5,2,1,0,105551.15,1
3008,758,France,Male,26,9,40677.98,1,1,0,197324.34,0
3009,850,France,Male,25,4,78431.36,2,1,1,105279.16,0
3010,751,Germany,Female,49,2,92573.63,1,1,1,169641.79,0
3011,533,France,Female,48,2,56992.13,1,0,1,25947.34,0
3012,527,Spain,Male,18,1,30427.21,2,1,1,48395.89,0
3013,704,France,Male,25,1,106973.56,1,1,1,11959.0,0
3014,691,Germany,Female,35,7,116554.2,2,1,0,69615.03,1
3015,584,Spain,Female,28,4,0.0,1,1,0,107975.93,1
3016,546,Spain,Male,41,9,185011.66,1,0,1,86461.06,0
3017,743,France,Female,45,5,66918.52,1,1,0,25057.84,1
3018,563,Germany,Male,35,0,110267.19,1,1,1,193314.56,0
3019,478,France,Female,38,7,130369.71,2,1,1,184385.04,0
3020,531,Germany,Female,30,5,0.0,2,1,1,183754.45,0
3021,734,Germany,Female,34,2,0.0,1,1,1,88078.4,0
3022,572,Germany,Male,40,9,65188.9,2,1,0,86932.64,0
3023,793,France,Male,28,2,54210.98,1,1,0,104387.51,0
3024,681,France,Male,32,7,2531.96,1,1,0,68264.51,0
3025,696,Germany,Male,39,5,62591.53,2,1,0,163566.99,0
3026,640,France,Male,51,4,0.0,1,0,1,52971.57,0
3027,535,Spain,Male,51,1,75084.77,1,1,1,107410.2,0
3028,509,France,Male,29,6,86209.26,1,1,1,9895.76,0
3029,681,Germany,Female,32,3,0.0,1,1,1,88898.91,0
3030,753,France,Female,35,7,90763.58,1,0,1,58635.94,0
3031,655,Germany,Female,40,0,105050.47,1,1,1,100905.91,0
3032,642,Germany,Female,34,4,71362.99,1,1,1,183085.15,0
3033,720,Spain,Male,32,3,0.0,2,1,1,135615.35,0
3034,431,Spain,Male,36,9,28776.58,2,1,0,23720.8,0
3035,575,France,Female,24,2,76309.08,2,0,1,99679.59,0
3036,658,Germany,Male,29,0,109063.14,2,1,0,79876.02,0
3037,850,France,Male,28,8,0.0,2,0,1,186844.32,0
3038,850,France,Female,42,1,139477.82,1,0,0,169955.27,0
3039,572,Germany,Female,30,2,92045.3,1,0,0,163895.31,1
3040,634,Spain,Male,32,5,60508.32,2,1,0,151357.82,0
3041,805,France,Male,24,10,8772.73,2,1,0,19598.34,0
3042,620,Spain,Male,34,4,0.0,2,1,0,3214.66,0
3043,682,Germany,Male,39,1,0.0,2,1,0,136009.87,1
3044,604,France,Male,45,9,0.0,1,0,0,22518.28,1
3045,695,Spain,Female,32,0,0.0,1,1,1,91212.69,0
3046,670,Germany,Female,38,0,0.0,1,1,1,75482.74,0
3047,627,France,Male,56,6,0.0,1,1,0,14733.62,1
3048,586,Spain,Female,42,3,0.0,1,1,0,2464.7,0
3049,640,Germany,Male,36,4,204197.15,2,0,1,193847.19,0
3050,665,France,Female,27,2,0.0,4,0,0,53247.42,1
3051,564,Germany,Female,44,8,121052.67,1,1,0,164971.04,0
3052,638,Germany,Male,53,6,0.0,1,1,0,114163.96,0
3053,677,France,Female,20,5,152402.72,2,0,0,107283.43,1
3054,740,France,Male,49,10,67320.62,1,0,1,55200.75,0
3055,807,Germany,Male,20,0,0.0,1,1,0,101527.95,1
3056,625,Germany,Female,36,0,88835.12,1,0,1,182409.87,0
3057,725,France,Female,32,10,0.0,1,1,1,54208.14,0
3058,662,France,Male,47,1,105980.8,1,1,1,174625.44,0
3059,537,France,Male,40,9,167911.36,2,1,0,155536.37,0
3060,529,France,Male,47,6,73125.24,1,1,0,110934.01,0
3061,594,Spain,Male,31,9,69113.9,2,1,1,104932.32,1
3062,637,France,Male,62,2,114161.99,1,0,0,92276.96,0
3063,831,Germany,Male,45,1,121393.96,1,1,1,120750.12,0
3064,576,France,Male,27,1,0.0,2,0,1,73554.87,0
3065,579,Spain,Male,35,4,42927.88,2,0,1,133247.74,0
3066,755,France,Male,35,3,155523.66,2,1,0,43704.8,0
3067,570,France,Female,54,9,157565.56,1,1,0,165574.66,1
3068,564,Spain,Male,36,2,75565.36,1,1,0,22353.53,0
3069,689,France,Male,41,3,60077.19,1,1,1,146334.65,0
3070,781,France,Male,36,10,0.0,1,1,1,16080.3,1
3071,674,Germany,Female,24,7,104329.64,1,0,0,145796.98,0
3072,628,France,Male,30,1,112518.5,2,1,1,189105.93,0
3073,609,France,Female,34,4,0.0,2,1,1,63545.21,0
3074,638,France,Female,26,0,182345.12,2,1,1,179621.6,0
3075,650,France,Female,25,9,134194.87,2,1,1,70809.01,0
3076,716,Germany,Male,41,3,239591.36,1,1,0,101080.3,0
3077,651,Germany,Male,34,4,0.0,2,1,1,164361.05,0
3078,664,France,Female,41,3,127972.56,2,1,0,114672.95,0
3079,584,Germany,Female,25,0,184174.26,1,1,1,47152.31,0
3080,607,France,Female,51,9,108029.3,2,0,0,22666.81,0
3081,630,France,Female,39,8,0.0,2,1,1,107110.09,0
3082,792,Spain,Female,37,3,59688.04,2,0,1,124636.94,0
3083,526,Spain,Male,32,10,0.0,1,0,1,134583.89,0
3084,519,France,Male,62,3,179820.28,2,0,1,91424.22,0
3085,554,France,Female,18,10,0.0,2,1,0,172380.73,0
3086,602,France,Male,27,6,32825.46,1,0,1,117556.54,0
3087,648,France,Male,34,7,59884.02,2,1,1,46402.8,0
3088,672,Germany,Male,50,4,48417.79,2,0,0,146966.82,1
3089,672,France,Female,45,0,113907.14,2,1,1,81524.71,0
3090,399,France,Female,31,2,0.0,2,1,0,15343.49,0
3091,591,France,Male,39,8,0.0,2,1,0,140313.02,0
3092,763,Germany,Male,18,6,203089.36,1,1,1,131.8,0
3093,538,France,Female,21,2,162039.75,1,0,0,24928.1,1
3094,850,France,Male,32,3,90739.8,2,0,1,24756.69,0
3095,576,Spain,Female,29,5,0.0,2,1,1,9858.12,0
3096,686,Spain,Male,36,3,160652.23,1,1,0,137272.12,0
3097,611,France,Male,24,9,89098.85,1,1,0,128752.11,1
3098,701,Spain,Female,18,4,0.0,1,1,1,77621.46,0
3099,756,France,Female,23,10,0.0,1,0,1,173767.24,0
3100,637,Spain,Female,54,9,0.0,1,1,0,191048.71,0
3101,610,France,Female,31,6,191630.23,1,1,1,58832.62,0
3102,485,France,Male,26,2,132292.72,2,1,1,163847.53,0
3103,765,Germany,Male,42,10,0.0,1,0,0,58224.76,1
3104,767,Germany,Male,51,3,79739.42,1,0,0,101286.83,0
3105,563,Spain,Male,60,8,0.0,1,1,1,93580.57,0
3106,770,Spain,Male,19,8,15184.96,2,1,1,95224.0,0
3107,776,Spain,Female,35,1,51645.26,1,1,1,69688.01,0
3108,695,France,Male,39,8,83342.32,1,1,0,4581.56,0
3109,674,Spain,Female,56,8,59174.55,2,0,0,160578.71,0
3110,566,Germany,Male,34,0,95430.49,2,1,1,35997.32,0
3111,549,Germany,Male,43,6,0.0,2,1,0,85690.88,0
3112,576,Spain,Male,47,2,0.0,1,1,1,177688.9,0
3113,686,Germany,Male,33,1,47438.56,3,1,1,2151.25,0
3114,536,Germany,Male,19,5,126937.62,2,0,0,97853.32,0
3115,465,Germany,Male,42,4,99777.61,1,1,0,183679.84,0
3116,573,Spain,Female,35,7,0.0,2,1,1,135750.42,0
3117,645,Spain,Male,34,6,155448.48,2,0,0,48569.4,0
3118,536,Spain,Female,24,8,0.0,2,0,1,46113.35,0
3119,635,France,Male,42,2,0.0,1,1,1,154747.44,0
3120,676,France,Male,18,8,93056.91,2,1,1,94607.56,0
3121,726,France,Female,35,8,64850.91,2,0,0,21195.58,0
3122,612,Spain,Male,32,6,0.0,2,1,1,134993.94,0
3123,517,France,Female,53,5,93311.98,1,1,0,82870.59,0
3124,692,France,Male,41,5,0.0,1,0,0,197349.36,0
3125,637,France,Male,42,9,53472.74,1,1,1,60445.24,1
3126,586,France,Male,33,7,121723.63,2,1,1,89490.28,0
3127,751,France,Female,35,2,0.0,2,1,0,106645.13,1
3128,641,Germany,Female,31,0,118765.67,1,1,0,143798.85,1
3129,592,France,Female,24,2,52352.32,1,1,1,125492.27,0
3130,665,France,Male,31,5,117558.65,1,1,0,184744.55,0
3131,839,Germany,Male,44,0,0.0,1,1,0,171723.91,0
3132,815,Spain,Male,53,10,31826.36,2,0,1,68572.49,0
3133,850,France,Male,24,8,41757.92,1,1,1,141743.67,0
3134,671,Germany,Male,26,9,0.0,2,0,1,48350.51,0
